APR09 13:00,APR09 16:00,Fly Your Own Drone!
APR09 13:06,APR09 16:06,BBQ at No6
APR09 13:17,APR09 14:47,Puzzling Puzzles
APR09 13:30,APR09 15:30,Life-Sized Board Games
APR09 13:30,APR09 15:30,Live Action Video Games
APR09 14:00,APR09 15:00,Learn to Spin
APR09 14:00,APR09 15:00,Soldering Seminar and Necklace-Making
APR09 14:00,APR09 15:00,The Scholar Athlete at MIT
APR09 14:00,APR09 15:00,Veggies and Veggietales
APR09 14:00,APR09 15:30,Planes and Pinatas
APR09 14:00,APR09 16:00,Latino Block Party
APR09 14:00,APR09 16:00,Machine Shop Tours
APR09 14:00,APR09 16:00,Sponge Scavenger Hunt
APR09 14:00,APR09 17:00,BBQ with the Bros
APR09 14:00,APR09 17:00,CPW Greek Carnival
APR09 14:00,APR09 17:00,Splash! Dunk Tank and Water Balloons
APR09 14:00,APR09 17:30,SIPB Video Game Hackathon
APR09 14:00,APR09 18:00,Bake-Off!
APR09 14:00,APR09 18:00,Fraternity Scavenger Hunt
APR09 14:22,APR09 17:22,Spice Cream
APR09 14:30,APR09 15:30,Live Laugh Lead with LTI
APR09 14:30,APR09 16:30,Singing & Snacks with GosCho
APR09 14:47,APR09 17:47,Math and Tea
APR09 15:00,APR09 16:00,Active Minds and Chill
APR09 15:00,APR09 16:00,Data Jack
APR09 15:00,APR09 16:00,Rockstar and Chill
APR09 15:00,APR09 16:00,Yoga With Cats
APR09 15:00,APR09 17:00,Around the World with the ISA
APR09 15:00,APR09 17:00,Build-A-Drink
APR09 15:00,APR09 17:00,Nu(rf) Delta
APR09 15:00,APR09 17:00,Soccer (and Frisbee) on Kresge
APR09 15:00,APR09 17:00,Tea Party
APR09 15:00,APR09 17:00,chocolate Chocolate CHOCOLATE
APR09 15:00,APR09 18:00,Adventure Tours!
APR09 15:00,APR09 18:00,BBQ (Day 3) & Head Shaving & Glitter Tattoos
APR09 15:00,APR09 18:00,Murder Mystery
APR09 15:00,APR09 18:00,The Amazing Game of Drawful!
APR09 15:30,APR09 16:30,AEPie Eating Competition
APR09 15:30,APR09 16:30,Mormon Finger Pudding Painting!
APR09 15:30,APR09 17:00,Folding and Cookies with OrigaMIT
APR09 15:30,APR09 17:00,Playground Games
APR09 15:30,APR09 17:05,Fermi Questions
APR09 15:30,APR09 17:30,Crepes! Rugby!
APR09 15:30,APR09 18:00,Sushi and Smoothies
APR09 15:47,APR09 17:47,Nerf Chess!
APR09 16:00,APR09 17:00,Bobafest
APR09 16:00,APR09 17:00,Cannoli Taste-off
APR09 16:00,APR09 17:00,Hacking the Human Body
APR09 16:00,APR09 17:00,Solar Cockroach Construction
APR09 16:00,APR09 17:30,Ball is Life
APR09 16:00,APR09 17:30,Next Bake: Cupcakes and Karaoke
APR09 16:00,APR09 17:45,Multicultural BBQ
APR09 16:00,APR09 18:00,Capture the Sardines
APR09 16:00,APR09 18:00,Pi Beta Phi - Crafts & Cookies
APR09 16:00,APR09 18:00,Southeast Asian Food Cooking Workshop
APR09 16:03,APR09 17:33,Slam Poetry
APR09 16:06,APR09 17:06,Bubble Soccer
APR09 16:30,APR09 17:30,Heresy Hair Dyeing and Henna
APR09 16:30,APR09 18:00,Truffle Making
APR09 17:00,APR09 18:00,APR Dinner
APR09 17:00,APR09 18:00,Family Dinner
APR09 17:00,APR09 18:00,Soccer with Theta Xi
APR09 17:00,APR09 18:00,Zeta Psi Steak and Shake
APR09 17:00,APR09 20:00,Food Tour of the MIT Living Groups!
APR09 17:05,APR09 18:00,Tacos!
APR09 17:15,APR09 18:00,Hot Chocolate with the MIT Ski Team
APR09 18:00,APR09 19:30,CPW Closing Remarks and Variety Show
APR09 19:00,APR09 22:00,Bonfire on Beacon Street
APR09 19:00,APR09 22:00,Concert
APR09 19:00,APR09 22:00,Manakish Night
APR09 19:00,APR10 00:00,Whats Poppin in House 2
APR09 19:11,APR09 20:11,Beyonce Master Class
APR09 19:30,APR09 20:30,Cheese Tasting with ADPhi
APR09 19:30,APR09 20:30,Cookies with Girls Who Kiss Girls
APR09 19:30,APR09 20:30,Dinner: Teriyaki Salmon Night
APR09 19:30,APR09 20:30,Homemade Dinner
APR09 19:30,APR09 20:30,Korean BBQ Party
APR09 19:30,APR09 21:00,Phi Sig Iron Chef
APR09 19:30,APR09 21:00,Steak and Sushi Dinner
APR09 19:30,APR09 21:00,Teas Truffles and Tattoos
APR09 19:30,APR09 21:30,Alpha Phi Cupcake Decorating
APR09 19:30,APR09 21:30,Bible Jeopardy
APR09 19:30,APR09 21:30,Improv Games
APR09 19:30,APR09 21:30,Shaved Ice with ACF
APR09 19:30,APR09 22:00,PKT Poker Tournament
APR09 19:30,APR09 22:30,Dance Central
APR09 19:30,APR09 22:30,Sweets Treats and Board Games!
APR09 19:30,APR09 23:00,Dr. Who Crossed With Harry Potter
APR09 19:30,APR09 23:30,Chill and Grill in the EC Courtyard
APR09 19:30,APR10 00:00,Video Game Night at Zeta Psi
APR09 19:36,APR09 21:36,Movies Under the Stars
APR09 19:47,APR09 21:17,Nekomimi Maid Cafe
APR09 20:00,APR09 21:00,Drag Rainbow Dinner
APR09 20:00,APR09 21:00,Fortune Telling with Jonathan
APR09 20:00,APR09 21:00,Pool and Froyo with PhiDelts
APR09 20:00,APR09 22:00,Dance Lessons with The Dance Crew
APR09 20:00,APR09 22:00,Larger than Life Games + Chick-fil-A!
APR09 20:00,APR09 22:00,Next Act Presents: The Little Mermaid!
APR09 20:00,APR09 22:00,Ramen Party
APR09 20:00,APR09 22:00,Recipe for La Casa
APR09 20:00,APR09 22:00,Spinning Arts - Spring Fire Performance
APR09 20:00,APR09 22:00,Thinking with Portals
APR09 20:00,APR09 23:00,Games and Hot Chocolate
APR09 20:00,APR09 23:00,Late Night Mahjong
APR09 20:00,APR09 23:00,Patrol!
APR09 20:00,APR09 23:30,Smoothies on Deck!
APR09 20:00,APR09 23:30,Tea Blending at pika
APR09 20:00,APR09 23:59,Laser Maze Poker and Smash
APR09 20:00,APR10 00:00,Ill Vibes
APR09 20:22,APR10 22:22,Iron Chef: Canned Bread
APR09 20:30,APR09 22:00,Brazilian Churrascaria
APR09 20:30,APR09 22:00,Crepes & Waffles
APR09 21:00,APR09 22:00,Glow in the Dark Ultimate Frisbee
APR09 21:00,APR09 22:00,Ice Cream!
APR09 21:00,APR09 22:00,LGBTQ Night
APR09 21:00,APR09 22:00,Poetry Reading
APR09 21:00,APR09 22:00,Rainbow Fundue
APR09 21:00,APR09 22:00,Scene Night: Shakespeare and ETC
APR09 21:00,APR09 23:00,AISES Movie Night
APR09 21:00,APR09 23:00,FIFA Madden and Wings with PhiDelts
APR09 21:00,APR09 23:00,MSA Ice Cream and Game Night
APR09 21:00,APR09 23:59,Space/Plane Movies with Course 16
APR09 21:00,APR10 01:00,Chi Phi Heaven and Hell Party
APR09 21:00,APR10 01:00,Puzzle Hunt
APR09 21:30,APR10 00:00,Puzzle Hunt
APR09 21:47,APR10 00:47,Pecker Board Game Night
APR09 22:00,APR09 23:00,Glorious [REDACTED]
APR09 22:00,APR09 23:30,This is vegan?! And More Baking Miracles
APR09 22:00,APR09 23:59,Glow in the Dark CTF
APR09 22:00,APR09 23:59,Underground CTF
APR09 22:00,APR10 00:00,Aggressive Cookie Baking
APR09 22:00,APR10 00:00,Mathletes and Atheletes
APR09 22:00,APR10 00:00,Next Make: Your Own Circuit Board
APR09 22:00,APR10 00:00,Queer Entertainment Night!
APR09 22:00,APR10 00:00,Ramen + Ramen Movie
APR09 22:00,APR10 00:00,Tesla Coils!
APR09 22:00,APR10 00:30,All of the Lights
APR09 22:00,APR10 01:00,DKE Whiteout Party
APR09 22:00,APR10 01:00,NDurance
APR09 22:00,APR10 01:00,Project Xi
APR09 22:00,APR10 01:00,SIGMA CHI: Top Gun Party
APR09 22:00,APR10 01:00,TDC Presents: GLOW
APR09 22:00,APR10 01:00,Top of the Sponge
APR09 22:30,APR10 00:00,Arizona and Chill
APR09 22:30,APR10 00:30,Soccer Tennis!
APR09 22:47,APR10 00:47,1920s Sci-Fi Movie Marathon
APR09 23:00,APR10 01:00,BSU Chicken and Waffles
APR09 23:00,APR10 01:00,Buffalo Wild Wings Game Night
APR09 23:00,APR10 01:00,Chicken and Waffles and Chicken
APR09 23:00,APR10 01:00,Fire and Ice Part II
APR09 23:00,APR10 01:00,Late Night Talbot
APR09 23:00,APR10 01:00,Wings n Chill
APR09 23:30,APR10 01:00,Hot Tub and Chill
APR10 00:00,APR10 01:00,Breakfast at Midnight!
APR10 00:00,APR10 01:00,Midnight Snack
APR10 00:00,APR10 01:00,Silly Video Games and Play with your Food
APR10 00:00,APR10 01:00,Steak & Shake
APR10 00:30,APR10 01:00,Midnight Buffet
APR10 01:00,APR10 03:00,Super Secret Gay Time!
APR10 08:00,APR10 12:00,CPW Check-Out
APR10 08:00,APR10 12:00,Mystery Breakfast
APR10 09:00,APR10 10:00,DOES MACGREGOR EVEN HAVE CULTURE?! (Q&A)
APR10 09:00,APR10 11:00,The Fratly Toast
APR10 09:00,APR10 11:00,ZBT Breakfast of Champions
APR10 09:00,APR10 12:00,Crepes Crepes Crepes Galore
APR10 09:30,APR10 10:30,Catholic Mass
APR10 09:30,APR10 11:00,REALLY BIG BUBBLES
APR10 10:00,APR10 11:00,Round Things Appreciation Event
APR10 10:00,APR10 11:30,Experimental Waffles
APR10 10:00,APR10 12:00,And His Name is John Desayuno!
APR10 10:00,APR10 12:00,Chill and Grill in the EC Courtyard
APR10 10:00,APR10 12:00,Laser Tag
APR10 10:00,APR10 12:00,Leftovers!
APR10 10:00,APR10 12:00,Retrocomputing
APR10 10:15,APR10 10:30,Church Visit
APR10 10:30,APR10 12:00,Bagels and Lox
